человек	tsiffey, tsseepéh, zêffey	циффё	цIыфы	цIыфы	цIыфы	цIыфы~	цIыфы	цIыфы	цIыфы	цIыф (нэбгрэ), цIыфит1у (нэбгрит1у)	цIыфы	c̣əfə	šıfı	śıxu` 			цIыху, цIыхуитI, зы нэрыбгэ, нэрыбгитI	цIыху, цIыхуитх, нэбгыритх	цIыху, цIыхуитI, зы нэбгырэ, нэбгыритI	цIыху, цIыхуитI, зы нэбгырэ, нэбгыритI	цIыху, цIыхуитI, нэрыбгэ, нэрыбгитI	цIыху, цIыхуитI, нэрбгэ, нэрбгитI	цIыху, цIыхуитI, (нэрыбгэ, нэрыбгитI - реже)	цIыху, цIыхуитI, нэрыбгэ, нэрыбгитI
отец	taht, seeyât	ятте, тте	ятэ	ят, ты, сят, уят…		ят:э, т:э (rare)	ятэ	ты		ты, ятэ, мамэ	ятэ	tə	tı 	áde	ade	адэ		седэ, адэ	адэ, сядэ [sʲiadɐ]	сиадэ, адэ	адэ, сиадэ	адэ, сиадэ	адэ, сиадэ	адэ, сиадэ
мать	teeán, yán	iянёе, нёе	янэ, нан	нан, си нан,		янэ, нэ (rare)	янэ	ны		ны, янэ, папэ	янэ, нан	nə	nı, nan, mam 	áne 	ane	анэ		сенэ, анэ	анэ, сянэ [sʲiadɐ]	сианэ, анэ	мамэ, анэ, сианэ	анэ, сианэ	анэ, сианэ	анэ, сианэ, мамэ
дед	psee-yátsh		тэтэжъ	тэтэжъ		т:эт:эжъ	тэтэжъ, тыжъ	тыжъ, тэтэжъ (мои)		татэ, тэтэжъ	тэтэжъ	teteẑ	tetej	dedeĵ 				дадэ	дадэ	дадэ	дадэ	дадэ	дадэ	дадэ
бабушка	see-yánoosh		нэнэжъ	нэнэжъ		нэнэжъ	нэнэжъ, ныжъ	ныжъ, нэнэжъ (мои)		нанэ, нэнэжъ	нэнэжъ	neneẑ	nenej 	náne 				нанэ	нанэ	нанэ	нанэ	нанэ	нанэ	нанэ
брат	istzshe, s'shey	сше̇	чы	чы, счы, сщы	х'ы	х'и	щhы	шhы		шы (сшы)	шы	šə	koş 	koş-şıpḣu` 	šə	къош (для муж.), дэлъхъу (для жен.)		дэлъху (для жен), къоч (для муж.)	къощ (для муж.), дэлъху (для жен.)	дэлъху (для жен.), къощ (для муж.)	дэлъху, къощ	дэлъху (для женщин), къош (мужчин и вообще)	дэлъху (для женщин), къощ (мужчин и вообще)	дэлъху (для женщин), къош (мужчин и вообще)
сестра	tsheebkh, tshee-yakh	шипхе	чыпхъу	чыпхъуы	х'ыпхъу	х'ипхъу	щhыпхъу	шыпхъу		шыпхъу	шыпхъуы	šəpχʷə	şıpḣu	şıpḣu`	šəpχʷə	шыпхъу		шыпхъу	щыпхъу	щыпхъу	щыпхъу	шыпхъу	щыпхъу	шыпхъу
сын	sim-sháġhá, sháh-wáh	оккоо	шъао, къо	шъао, къhо	шъао, къо	кIалэ, шъао	къо	къо		къо, к1алэ	кIалэ, кхъо	qʷe	ćale,éále, ko 	k`ue	qʷe	къо		къо	къуэ	къо	къо	къуэ	къуэ	къуэ
мальчик	sáġhoo	чаллоху, чалле	кIалэ	кIалэ	кIалэ	кIэлэхъу	кIалэ	кIалэ		кIалэ, шъао	кIалэхъу, кIалэ, шъао	č̣ʼelec̣əḳʷə	ćelešıqu, éleŝıqu` 	ş`elešuq 				кIалэ	шIалэ, IалэжъцIыккI	шIалэ	шIалэ	шIалэ	шIалэ	шIуалэ
старший сын				шъэо нахьыжъ		кIэлэнахьыжъ																		
младший сын				шъэо нахьыкI		кIэлэнахьыкI																		
женатый сын						къо																		
дочь	psáhse, soopsház/sipsház	псасе	пшъашъэ	пшъашъэ	пшъашъэ	пшъашъэ	пшъашъэ	пхъу		пхъу, пшъашъ	пшъашъэ	əpχʷə, jəpŝaŝ	pḣu 	pḣu 	pχʷə	пхъо		пхъу	пхъуы, хъыджэбз	пхъу, пшъашъэ	пхъу	пхъу	пхъу	пхъу
замужняя дочь			пхъу	пхъу	пхъу (взрослая)	пхъуы	пхъу			пхъу, пшъашъ	пхъу					къорылъхъу, пхъорылъхъу								
отчим			ятэ нэпIэc	ятэ нэпIос		ят:э нэпIос	тынэпIос	тынэпIос		ты нэпIос	ятэ нэпIос	təneṗʷes	tı neṕos 	áde neṕes 				адэнэпIас	мылхуадэ	адэнэпIас	адэнэпIэс	адэнэпIэс	адэнэпIэс	адэнэпIэс
мачеха		тiяне-непхусе	янэ нэпIэc	янэ нэпIос		янэ нэпIос	нынэпIос	нынэпIос		ны нэпIос	янэ нэпIос	nəneṗʷes	nı neṕos 	áne neṕes 				анэнэпIас	мылхуанэ	анэнэпIас	анэнэпIэс	анэнэпIэс	анэнэпIэс	анэнэпIэс
пасынок		ишюзеоко, мельфоко	кIалэ нэпIэс	ишъыо мылъф		мылъфыкъо	мылфыкъу	мылфыкъу		кIалэ нэпIос, мылфыкъу	кIалэ нэпIос	məɬfəqʷə	mıĺfı ko 	mıĺxukue				мылхукъо	мылхуыкъуэ		мылхукъо	мылъхукъуэ	мылъхукъуэ	мылъхукъуэ
падчерица	neema	ишюзипсасе	пшъэшъэ нэпIэс	ипшъашъэ мылъф		мылъфыкъо	мылфыпхъу	мылфыпхъу		пшъашъэ нэпIос, мылфыпхъу	пшъашъэ нэпIос	məɬfəpχʷə	mıĺfı pḣu` 	mıĺxupḣu` 				мылхупхъу	мылхуыпхъу		мылхупхъу	мылъхупхъу	мылъхупхъу	мылъхупхъу
ребенок (а. младенец)	d'yâley, djâley, tsháhley	чалле, чаллыхъ, чаллецюке	кIалэ, сабий	кIэлэцыкIу		кIэлэцIыкIу	кIалэцIыкIу	сабый		сабий, нэнау	кIэлэцыкIу, сыбий	sabəj	bın 	bın 				бын	нэнау, сэби, бын (собир. о детях)	нэнэгъу, бын	саби, бын	саби, бын (потомство)	сабий, бын	саби, бын (потомство)
младенец, маленький ребёнок		чаллецюке, чаллё	сабий, быдзашъуэ (грудничек)	быдзашъо, сабый		сабый	кIэлэцIыкIужьый	сабый		сабий, нэнау	сабий, быдзашъу	sabəj				сабий		саби	сэби	саби	саби, нэну (ласкательное)	сабицIынэ	сабицIынэ	сабицIынэ
дядя по отцу	zeeyátesh	iятѐше	ятэч	сятэч		ят:эх'	ятэщ	ятэш		ятэш	ятэш	jateš	tış 	adeş 	jadeš	адэкъош		седакъоч	адэкъуэщ	адэкъощ	адэкъощ	адэкъош	адэкъощ	адэкъош
дядя по матери			янэч	сянэч		янэх'	янэщ	янэш		янэш	янэш	janeš	nış 	áneş 	janeš	анэдэлъхъу		сенакъоч	анэщ	анэкъощ	анэдэлъху	анэдэлъху	анэдэлъху	анэдэлъху
тётя по отцу	teeátey shookh		ятэчыпхъу	сятэшъыпхъу		ят:эх'ипхъу	ятэщhыпхъу	ятэшыпхъу		ятэшыпхъу	ятэшыпхъу	jatešəpχʷə	tışıpḣu` 	ádeşıpḣu` 	jadešəpχʷə	адэшыпхъу		седашыпхъу	адэщыпхъу				адэщыпхъу	адэшыпхъу
тётя по матери		яннешипхё	янэчыпхъу	сянэшъыпхъу		янэх'ипхъу	янэщhыпхъу	янэшыпхъу		янэшыпхъу	янэшыпхъу	janešəpχʷə	nışıpḣu 	áneşıpḣu` 	sjanešəpχʷə	анэшыпхъу		сенашыпхъу	анэщыпхъу			анэшыпхъу	анэщыпхъу	анэшыпхъу
мужчина	tsiffey, tsseepéh, zêffey	тлё	къулъфыгъу, хъулъфыгъ	хъулъфыгъэ	лIэ, къулъфыгъэ	кулъфыгъ	хулъфыгъ, лIы	хулъфыгъ, лIы	хъулъфогъ	хъулъфыгъ, лIы	къулъфогъ	χʷəɬfəʁ, ɬ̣ə	nışıpḣu 	ĺ`ı 	ɬ̣ə	лIы	лIы	лIы	лIы	лIы	лIы	лIы	лIы, хулъхугъэ	цIыхухъу, лIы (лет 40 и дерется)
муж	tlee-yéh, yil	тлё	лIы, шъхьагъус	лIы	лIэ	лIы	лIы	лIы, шъхьагъусэ		лIы, шъхьагъусэ	лIы	ɬ̣ə			ɬ̣ə	лIы		лIы	лIы	лIы	лIы	лIы	шъхьэгъусэ, лIы (грубый)	шъхьагъусэ, лIы (молодые говорят уже…, вообще не очень)
женщина	sûs	шюзерь	бзылъфыгъ	бзылъфыгъэ	бзылфыгъэ, шъуз	бзылъфыгъ	бзылъфыгъ, шъузы	бзылъфыгъ, шъуз	бзылфогъ	бзылфыгъ, шъуз	бзылъфогъ	bzəɬfəʁ	bzıĺfığ 	bzıĺxuığa 		фыз	фыз	фыз	фыз	бзылъхугъэ	фыз, бзылъхугъэ	фыз (пожилые), бзылъхугъэ (помладше)	фыз (фызыжъ), бзылъхугъэ (*бзылъхугъэжъ)	фыз (пожилые), бзылъхугъэ (помладше)
жена	shûhz, yeeshûhz	шюзе	шъузы, шъхьагъус	шъузы		шъузы	шъуз	шъуз, шъхьагъусэ		шъузы, шъхьагъусэ	шъузы, шъхьагъус	ŝʷəz	şüzı 	fız 	fəz			фыз	фыз	фыз	фыз, шъхьэгъус	фыз, шъхьэгъус	шъхьэгъусэ, фыз (грубо)	шъхьагъусэ, фыз (не очень, грубовато)
жених		псе́тлохе	псэлъыхъу	псэлъыхъу		шъаопIур, псэлъыхъу	псэлъыхъу	псэлъыхъу		псэлъэхъу	псэлъэхъу	pseɬəχʷə	keşen ğenefağ 	kaşen ğanexua, kaşen teğapse	pseɬəχʷə									
засватанная						къэх'ен	къэщхэн						keşen ğenefağ 	kaşen ğanexua, kaşen teğapse	ʔewəž jəta									
невестка		несаче	нысэ	нысэ		нысэ	нысэ	нысэ		нысэ	нысэ	nəse	nıse 	nıse 					нысэ					
невеста		несе, унефоге	нысэ	нысэ		нысэ, пшъэшъэпIур	нысэ			къэщэн	нысэ	qešʼen, zjədeḳʷeʁʷə pŝaŝ			nəse	нысэ		нысэ		нысэ	нысэ	нысэ	нысэ	нысэ
зять		мальхо	малъхъо	малъхъо		малъхъо	махълъэ	макълъэ		макълъэ	малъхъо	maχɬe	maĺḣo	maĺḣa 	maχɬe	малъхъэ		малъхъэ	махълъэ	малъхъэ	малъхъэ	малъхъэ	малъхъэ	малъхъэ
отец жены (тесть)	shoowébsh	свюiпше	шIупщы	шIупщы		шIупщ	шIупщы	шIупщы		шIупщ	шIупшы		pşı 	pṩıĵ 	f̣əpšʼ	шъыкъуадэ		фипщ	шъыкъуадэ	пшъы	шъыкъу адэ	шъыкъуадэ	шъыкъуадэ	шъыкъуадэ
отец мужа (свёкор)	see		пщы	пщы		пшы	пщы	пщы		пщы	пшы				pšʼə	пшъыжъ		пщы	пшъы	пшъы	пшъыжъ	пшъыжъ	пшъыжъ	пшъыжъ
мать жены (тёща)	see shooásh	свюгуаше	шIугуащ	шъугуащэ		шъугуаш	шIугуащ	шIугуащ		шIугуащ	шIугуаш		pşı 	pṩıĵ 	fəzəm jane	шъыкъуанэ		гуащэ	шъыкъуанэ	гуашъэ	шъыкъу анэ	шъыкъуанэ	шъыкъуанэ	шъыкъуанэ
мать мужа (свекровь)			гуащэ	гъуащэ		гуащэ	гуащэ	гуащы		гуащэ	гуашэ				gʷašʼe	гуащэ		гуащэ	гуашъэ	гъуашъэ	гуашъэ	гуашъэ	гуашъэ	гуашъэ
брат мужа	tshee-yeey sûz		пщыкъо	пщыкъо		пшыкъо	пщыкъо	пщыкъо		пщыкъо	пшыкъо					гуащэ		пщыкъо	пшъыкъуэ	пшъыкъо	пшъыкъо		пшъыкъо	пшъыкъо
сестра мужа			пщыпхъу	пщыпхъу		пшыпхъо	пщыпхъу	пщыпхъу		пщыпхъу	пшыпхъу					тхьамадэ		пщыпхъу	пшъыпхъу	пшъыпхъу	пшъыпхъу	пшъыпхъу	пщыпхъу, пшъыпхъу	пшъыпхъу
дети сына			къорэлъф	къорэлъф		къурэлъф	къорэлъф				къорэлъф										къорэлъху	къорылъху	къорылъху	къорылъху
дети дочери			пхъорэлъф	пхъурэлъф		пхъурэлъф	пхъорэлъф			пхъорэлъф	пхъорэлъф										пхъорэлъху	пхъорылъху	пхъорылъху	пхъурылъху
вдовец	érs	тле́у͡абе	лIэгъуабэ	лIыгъуабэ		быгъабэ	лIыгъуаб	лIыгъуабэ		?лIыгъуаб		ɬ̣eʁʷab	ĺ`ığoábe 	ĺ`ığoábe 				лIыгъуабэ	лIыгъуабэ	лIыгъуабэ			лIыгъуабэ	
вдова	shoozâb	шюзабе	шъузаб	шъузабэ		шъузаб	шъузаб	шъузабэ		шъузаб	шъузаб	ŝʷəzab	şüzаbe 	fızаbe, pḣuĵ 				фызабэ	фызабэ	фызабэ	фызабэ	фызабэ	фызабэ	фызабэ
семья	yil-yihsoosh	быне	унагъо	унагъо, быны		унагъу, быны	унагъо, бын	унагъо, бын		унагъо, бын	унагъу	bən, wənaʁʷe	wunağo 	wunağue 				унагъо	унагъуэ	унагъо	унагъо, бын унагъо	унагъо, бын унагъо	унагъо, бын унагъо (если без детей, то сказать нельзя)	унагъо, бын унагъо (если без детей, то сказать нельзя)
род, клан (знают, что родственники)			лIакъо	лIэпкъ		лIакъо	лIакъо	лIакъо		лIакъо	лъэпкъы, лIакъо	ɬ̣aqʷə	ĺepk 	ĺepk 				лъапIкъ	лъэпIкъ	лъапIкъ	лъэпкъ	лъэпкъ	лъэпкъ	лъэпкъ
люди с одной фамилией						зэлIэкъосIэгъухэр													унэкъошъ					
гость, гостья	khádshe	гхадже	хьакIэ	хьакIэ		хьакIэ	хьакIэ	хьакIэ		хьакIэ	хьакIэ	hač̣ʼe	haće, haé 	haş`e 	hač̣ʼe	хьакIэ		хьакIэ	хьашIэ	хьашIэ	хьэшIэ	хьашIэ	хьашIэ	хьашIуэ
пастух		хуакуо, хуо	Iахъо					Iахъо				ʔaχʷe,	aḣo 	aḣue 				Iахъо	Iахъуэ	Iахъо	Iэхъо	Iахъуэ	Iахъуэ	Iахъуэ
чабан			мэлахъо	мэлахъо		мэлахъо	мэлахъу	мэлахъу		мэлахъо	мэлахъо	melaχʷe	melaḣo 	melıḣue 	ʔaχʷe, melaχʷe	Iахъо; мэлэхъо		Iахъо, мэлыхъо	мэлыхъуэ					
пастух коров			чэмахъо	чэмахъо		чэмахъо				чэмахъо	чэмахъо							джэмыхъо						
пастух коз			пчэнахъо	пчэнахъо		пчэнахъо																		
пастух лошадей			чахъо			х'яхъо																		
танцор			къешIакIу	къешъакIо		къэшъакIо	къэшIакIу	къэшъуакIо		къэшъуакIу	къешIакIу	qeŝʷaḳʷe						къэфакIо	къэфакIуэ	къэфакIо	къэфакIо	къэфакIуэ	къэфакIуэ	къэфакIуэ
вооруженный отряд	dzey		дзэ	дзэ		дзэ	дзэ	дзэ		дзэ	дзэ	ʒe	źe 	źe 	ʒe, ʒešxʷe	дзэ				дзэ	дзэ	дзэ	дзэ	дзэ
мелкий рогатый скот			былым	былым						былым	былым	bələm žʁejxer			bələm			былым			ашъ, былым	ашъ	ашъ, былым	ашъцIыкIу
овца	may-lley		мэлы	мэлы		мэлы	мэлы	мэлы		мэл	мэлы	melə	melı	mel 	mel	мэл,		мэл	мэл	мэл	мэл	мэл	мэл	мэл
отара, стадо		хуше, уотерь	мэл Iахъогъу	мэл Iахъогъу			Iахъо	Iахъо		мэл Iахъо	мэл Iахъу	weter, ʔeχʷeʁʷə	aḣağu` 	ḣuşe 	ʔaχʷeʁʷ					Iахъогъу	хъущэ	хъушэ, Iахъогъуэ	хъущэ	хъушэ
баран		гат͡лоху͡о	тIы	мэл			тIыпсэ	тIы			тIы	ṭə	ṫı 	ṫı 	ṭə	тIы		хъу, тIы	тIы	тIы	тIы	тIы	тIы	тIы
ягненок	see-nel		шъынэ	шъынэ		шъынэ	шъынэ	шъынэ			мэлышыр	ŝəne	şıne 	ṩıne 	ŝəne	шъынэ		шъынэ	шъынэ	шъынэ	шъынэ	шъынэ	шъынэ	шъынэ
скотина	sh'shee goobzáġhey	хайвуане, белиме	былым	былым		былым	хьайуан	хьэйуан				hajwan	blım	bılım 				хьайван	былым, хьеуан	былым, хьайван	былым, хьэйван (когда злятся)	блым	блым	ашъ, блым
корова	sh'káh	чеммё	чэмы	чэмы		чэмы	чэмы	чэмы			чэмы	čʼemə	çemı, şemı 	jem  	žʼem	жьэм		джьэм	жьэм	жьэм	жьэм	жэм	жьэм	жэм
бык (производитель)		буго	быгъу	быгъуы		быгъуы, цуы	быгъу	быгъу			быгъу	cʷə	bığu 	gu	bəʁʷə	гуу		быгъу, хьарагу	гуу	быгъу	гуу	гуу	гуу	гуу
вол	tshoo-ey	тцю	цу	псыцу		цу	цу	цу			цу	cʷə	çü 	vı 	və	гуусакIа		вы	вы	вы, мэгу	вы	вы	вы	вы
телка		шкебзе	щкIьэбзы	щкIье		шкIье	танэ	танэ			шкIэ [ʃk'e]	žeməšʼʔe, tane			žʼeməč̣ʼe	жьэмыкIэ		джэмыкIэ	жьэмышIэ		танэ, жьэмышIэцIыкIу	жэмышIэ	жьэмышIэ	жэмышIэ, танэ
теленок (до года)	tleey-ey káp, tley gâp	шкiе	щкIьэ	щкIье			щкIье	шкIэ [к]			шкIэ [ʃk'e]	šḳe	şıqe 	şıqe 	šḳe	шккIэ		šḳe c̣əḳʷ	щккIэ, щккIашIэ	щкIэ	щкIэ	шкIэ [ʃtɕ'e]	щкIэ [ɕtɕ'e]	шкIэ [ʃtɕ'e]
бычок		цюче́						быгъуцIыкIу (без ы)				šḳeχʷəẑ	şıqeḣuj 	şıqeḣu` 	bəʁʷə c̣əḳ			хьарагу цIыкI	танэ		танэ	танэ	танэ, гуцIыкIу	танэ(гуу)
лошадь, конь	shey	сшё	чы	чы	х'ыжъы, х'ы	х'и(жъы)	щhы				шы	šə	şı 	şı 	šə	шы		чъы	щы	щы	щы	шы	щы	шы
кобыла		шибзе	чэбзы	чыбзы		х'ибзы	щhыбзы	шhы, къунан			шыбзы	šəbzə	şıbz 	şıbz 	šə	шыбз		чъыбз	щыбз	щыбз	щы, щыбз	шы, шыбз	щыбз, щы	шы, шыбз
жеребец		хякуо	чэхъу	чыхъу		х'ихъу, М: хьакIо	щhыхъу	шhы			шыхъу	xaḳʷe			šəč̣ʼe	хьакъуэ		шыкIэ	щыхъу, хакIуэ	хакIо, щышIэ	хакIо	хакIуэ	хакIуэ	хакIуэ
жеребенок		шичёхо	чыкIанэ, чыкIэ	чыкIэ		х'икIэ	щhыкIэ	шhыкъунан			шыкIэ	šəč̣ʼe	ḱunan 	kunan 	šəč̣ʼe	шыкIэ			щышIэ, щышIэцIыккI		щышIэ	шышIэ	щышIэ	шышIэ
осел		шиде	чыды	чыды		х'иды	щhыды	щынды			шыды	šʼədə	şıdı 	şıd 	šʼəd	шыд		чыд	щыд	щыд	щыд	шыд	щыд	шыд
мул												qədər	şıdış 	şıdış 	qədər	къэдыр			къыдыр	къыдыр	къыдыр	къыдыр	къэдыр	къыдыр
коза	tshen-ney	пчене	пчэны	пчэны		пчэны	пчэны	пчэны			пчэны	pčʼenə	pçen, pşen 	bjen 	bžʼen	бжьэн		бджэн	бжьэн	бжьэн	бжьэн	бжэн	бжьэн	бжэн, чыцI
козел		текiохо	Iачэ	ачэ, тэкьэхъу (кострированный)		ачэ	кыцIы	Iачъэ			ачэ	ače	açe 	aje 	aže	ажэ			ажьэ	ажьэ	эжьэ	ажэ	ажьэ	ажэ
козленок		кеце	кIьецIы, кIьецIыцIыкIу	кьецIы			кыцIы	пчэныщыр			кIэцIы	čʼec̣ə	çıšı, çešı 	ḱıš 	bžʼen c̣əč̣ʼ	бжьэн цIыкI		бджэн цIыкIу	чыцI		чыцI	чыцI	чыцI	чыцIцIыкI
коза молодая				кьецIы		кьецIы									bžʼenəč̣ʼe	бжьэныкIэ			бжьэнышIэ					
свинья	kóh	кхобзе	къо	къо		хъо	къhо	къhо			къо	qʷe	ko 	k`oe   	qʷe			кхъо	кхъуэ	кхъо	кхъо	кхъуэ	кхъуэ [qχ]	кхъуэ [qχ]
собака	khâh	ха	хьа, хьажъы	хьа	хьа, хьажы	хьа, хьажъы	хьа	хьэ	хьа		хьа	he	hajı, ha 	ha 	he	хьа	хьа	хьа	хьа, хьэ	хьа	хьэ	хьа	хьа	хьа
сука		хабзе	хьабзы	хьабзы		хьабзы	хьабзы				хьабзы	habzə	haśe 	haźe 	he	хьабз			хьабз		хьэбз	хьабз	хьабз	хьабз
кобель			хьахъу	хьахъу		хьахъу	хьахъу				хьахъу	haχʷə							хьахъу		хьэхъу	хьахъу	хьахъу	хьахъу
щенок		хазюё, хашире	хьажъу	хьажъу		хьах'ир	хьащhыр	хьэжъущыр			хьажъу	haẑʷə šʼər	hajü, hajüjiy 	hav, hav şır 	havšʼər	хьавщыр		хьацIыкIу, хьавчыр	хьацIыккI, хьапщыр		хьэвщыр	хьавшыр	хьафщыр	хьафшыр
кошка	kettoo	кету	кьетыу	кьэтыу		к:ьэт:ыуы	кьетыу	чэтыу			чэтыу	čʼetəw	çetuw 	gedu 	ǯʼedwə	джэду		джьэду	джэдуу	джэду	джэду	джэду	джэду	джэду
курица		кете	кьеты	кьэты		к:ьэт:ы	кьеты	чэты			чэты	čʼetə	çet 	ged 	ǯʼed	джэд		джэд	джэд	джэд	джэд	джэд	джэд	джэд
индюшка		таакете, куркурь	тхьакьет, куркур	тхьакьет		тхьак:ет:, куркур	тхьакьет	тхьачэт			тхьачэт	thačʼet an	ḱurḱur 	goguş 				тхьаджэд	гуэгуыщ	гогущ	гуагущ	гогуш	тхьаджэд, гогущ	гогуш
петух		атакё	атакъ	атакъэ		ат:акъ	атакъ	атакъ			атакъ	ataqe	atake 	ádaka 	adaqe	адакъэ		адакъэ	адакъэ	адакъэ	адакъэ	адакъэ	адакъэ	адакъэ
лесная дичь				лэукьецI		лэукьецI																		
горный козел, тур (а. родовое название; б. самец)						мэзы ачэ									qʷəŝhe bžʼen									
косуля, се’рна (а. как общее название объекта охоты)						мэзы пчэн																		
олень		ссѐха	шъыхьы	шъыхьы		шъыхьэ	шъыхьэ	шъыхьэ			шъыхьы	ŝəhe	şıh 	ṩıhbjen 	ŝəh	шъыхь		шъыхь	шъыхь	шъыхь	шъыхь	шъыхь	шъыхь	шъыхь
кабан		кхо, пашке	мэзыкъо	мэзэкъо		мэзыхъу, хъохъуц	мэзыкъhо	мэзыкъhо			мэзыкъо	mezəqʷə (дик.), qʷeχʷə (дом.)	mezı ko 	mezık`o 	mezəqʷe	мэзыкхъо		мэзыкхъо	мэзыкхъуэ	мэзыкхъо	мэзыкхъо	мэзыкхъо	мэзыкхъо	мэзыкхъо
медведь		мыссе	мышъэ	мышъэ		мышъэ	мышъэ	мышъэ			мышъэ	məŝe	mışe 	mıṩe 	məŝe	мышъэ		мышъэ	мышъэ	мышъэ	мышъэ	мышъэ	мышъэ	мышъэ
волк		тугузъ	тэгъужъ	тыгъужъ		т:ыгъужъ	тыгъужъ	тыгъужъ			тыгъужъ	təʁʷəẑə	tığuj 	dığuĵ 	dəʁʷəẑ	дыгъужъ		дыгъужъ	дыгъуыжъ	дыгъужъ	дыгъужъ	дыгъужъ	дыгъужъ	дыгъужъ
лиса		бадже	баджьэ	баджьэ		бэгьежъый (мелкая), баджьэ (взрослая)	баджьэ	баджэ			бэджэшъ, баджэ	baǯʼe	bace, baje 	baje 	bažʼe	бажьэ		баджэ	бажьэ	бажьэ	бажьэ	бажэ	бажьэ	бажэ
заяц			тхьакIумкIьяхь	тхьакIумкIахь		тхьакIумыкIьахь	тхьакIумкIьяхь	тхьакIумкIахь			тхьакIумэкIахь	thaḳʷəmč̣ʼəh	thaqumećeh, thaqumećıh  	thaqumeqıh 	thaḳʷəmč̣ʼəh	тхьакIумыкIыхь		тхьакIумэкIыхь	тхьакIумэкIыхь	тхьакIумэкIэхь	тхьакIумэкIыхь	тхьакIумэкIыхь	тхьакIумэкIыхь	тхьакIумэкIыхь
барсук		чёку͡о	кIыкъо	кIыкъо		кIыхъо						č̣əqʷə	ćıqu 	waşxe 							уащхэ	уашхэ	уащхэ	уашхэ
белка			цызэ, шъае	шъае		шъае	цызэ	цызэ			цызэ, шъае	cəze	ćepḣ, ćajğ	ş`epḣu` 							кIэпхъ	кIэпхъ	кIэпхъ	кIэпхъ
крыса	tsókhó, kwáhá tzoo	сюаiе	шъуае	шъуае		шъуае	шъуае	шъуае			шъуае	ŝʷaje	şüáye 	šır, źığue 					фе		дзыгъощхо	дзыгъошхуэ	фе	дзыгъошхуэ
мышь	deyshee tsoo	цуго	цыгъо	цыгъо		цыгъо	цыгъо	цыгъу			цыгъо	cəʁʷe	śığo 	źığue  	ʒəʁʷe	дзугъо		дзыгъо	дзыгъуэ	дзыгъо	дзыгъо	дзыгъуэ	дзыгъуэ	дзыгъуэ
выдра, нутрия		псѐблане	псышъуай	псышъуае		псышъуае	псышъуай	псышъуай				psewəŝh, psəχʷe nepqəxem, xəʔʷəŝʷexem ašʼepsewə, psəm jesə									дзыдзэ	псыдзыгъуэ		
еж			пыжъы	пыжъы		пыжъы	пыжъы	пыжъы			пыжъы	pəẑə	pıjı	pıĵbane 	pəẑ	хьацыбанэ		хьацбанэ	хьацыбанэ	хьацыбанэ	цыжъбанэ	хьацыбанэ	къацыбанэ, цыжъбанэ	цыжъбанэ
ласка												wəžʼə			wəžʼe									
орел	bzoo-oosh	небадже, небардже	бгъыжъы	бгъэ		бгъэ	бгъэжъы	бгъэжъы				bʁeẑ	bğej 	bğa 	bʁeẑ	бгъэ		бгъожъ	бгъэ	бгъэжъ	бгъэ	бгъэ	бгъэ	бгъэ
ястреб		бгуашхуо		бгъашъухъо		бгъашхъо						bʁašχʷe	hambğoáşḣo, jıpıs 	kaşırğa 	bʁeẑ									
ворона		колѐзе	къолэжъ	къолэжъ		къолэжъ	къолэжъ	къолэжъ				qʷeleẑ	kolej 	koarğ 	qʷele f̣əc̣eẑ	къуаргъ			къуаргъ		къуаргъ	къуаргъ	къуаргъ	къуаргъ
ворон		цюнтызь										cʷəndə	wund 	wund 	qʷele f̣əc̣eẑ									
птица	bzoo	бзуо, бзуоцюкъ	бзыуы	бзыуы	бзыуы	бзыуы	бзыуы	бзыуы	бзыуы		бзыуы	bzəwə	bzıw 	bzu 	bzwə	бзуу	бзуу	бзуу	бзуу	бзуу	бзу	бзуу	бзуу	бзуу
сорока		канже		къанджь			къанджь	къандж				qanǯʼ	kanc 	kance 		къанджьэ			къанджэ		къанджэ	къанджэ	къанжьэ	къанжэ
сойка						хъуо																		
кукушка				куку		куку	кукуу [kʷəwəw]	куку(у)				kʷəkʷəwə			kʷəkʷmjaw				кIукIумяу	кукумяу				
журавль		карау		къэрэу			къэрэу					qerewə			qərwə	къыруу			къыруу	къыгъуы	къру	къыру	къру	къыру
цапля		ханткуаркешхе										psəxeweneŝʷə												
птица длинноногая (журавль, цапля, аист)				хьанткIокошъх		хьанткIокIошъх																		
сова		чешёбзу	тIыгъурыгъу	тыгъуругъу		т:ыгъур(у)ыгъуы	тыгъурыгъу	тыгъурыгъу			тIыгъурыгъу	təʁʷərəʁʷə	ḱuḱumaw 	ḱuḱumaw, duğurgu	dəʁʷərwəʁʷə	жъынду		жынду	жъындуу	жъынду	жъынду	жъынду	кIукIумяу, жъынду	жъынду
филин				тыгъуругъу				тыгъурыгъу				təʁʷərəʁʷə	jıntıw 	ĵındu 	dəʁʷərwəʁʷə									
воробей		схараце		къуанышъхьабзыу		къуанышъхьбзый						pχeŝheč̣ʼe bzəwə	şḣıraśe 	ṩḣıraśe 										
фазан		мезекете	мэзкьет	мэзкьет			мэзыкьет				мэзыкIэт	mezčʼet	mısırçet 	mısırged 	mezǯʼed	мэзджэд			мэзджэд					
улар, горная индейка															bʁeẑ									
куропатка												kʷərwepatk			mezǯʼed									
перепёлка						нэбгъыбыкъу						nəbʁʷə an												
